Angkatan,Kode MK,Nama Mata Kuliah
20121,EKT8801,Ekonomi Teknik
20121,IF8604,Sistem Terdistribusi
20121,IF8602,Pemrograman Internet
20121,IF8606,Manajemen Proyek Perangkat Lunak
20121,IF8701L,Praktikum Sistem Multimedia
20121,IF8702,Proyek Perangkat Lunak
20121,KP8700,Kerja Praktek
20121,IF8704P,Mobile Programming
20121,IF8704PL,Praktikum Mobile Programming
20121,IF8712P,Pengolahan Citra Digital
20121,KKM880,Kuliah Kerja Mahasiswa
20121,KM8800,Komprehensif
20121,TA8800,Tugas AkhirSkripsi
20121,FIS8101,Fisika Dasar
20121,KIM8101,Kimia Dasar
20121,KIM8101L,Praktikum Kimia Dasar
20121,MAT8101,Kalkulus I
20121,UN8103,Bahasa Indonesia
20121,UN8104,Bahasa Inggris
20121,UN8105,Pancasila dan Kewarganegaraan
20121,IB8180,Praktek Ibadah
20121,UN8202,Bahasa Arab II
20121,EL8201,Dasar Rangkaian Elektrik
20121,UN8204,Filsafat dan Pengetahuan Lingkungan
20121,EL8301,Teknik Dijital
20121,IF8507,Komunikasi Antar Personel
20121,EL8301L,Praktikum Teknik Digital
20121,MAT8304,Logika Informatika
20121,UN8301,Sejarah Peradaban Islam
20121,IF8406,Strategi Algoritma
20121,IF8402,Pemrograman Berorientasi Objek
20121,IF8403,Organisasi dan  Arsitektur Komputer
20121,IF8502,Rekayasa Perangkat Lunak Lanjut
20121,IF8504,Sistem Operasi
20121,IF8501L,Praktikum Sistem Basisdata
20121,EKM8701,Pengantar Ekonomi Makro
20121,IF8604,Sistem Terdistribusi
20121,IF8603L,Praktikum Kriptografi
20121,IF8602,Pemrograman Internet
20121,KP8700,Kerja Praktek
20121,IF8704P,Mobile Programming
20121,IF8712P,Pengolahan Citra Digital
20121,KKM880,Kuliah Kerja Mahasiswa
20121,KM8800,Komprehensif
20121,TA8800,Tugas AkhirSkripsi
20121,IF8101,Pengantar Teknologi Informasi
20121,UN8104,Bahasa Inggris
20121,FIS8101,Fisika Dasar
20121,IF8101,Pengantar Teknologi Informasi
20121,KIM8101L,Praktikum Kimia Dasar
20121,UN8104,Bahasa Inggris
20121,IB8180,Praktek Ibadah
20121,UN8201,Akhlak Tasawuf
20121,UN8205,Hadits dan Ilmu Hadits
20121,UN8208,Ilmu TauhidAqidah
20121,UN8204,Filsafat dan Pengetahuan Lingkungan
20121,EL8201,Dasar Rangkaian Elektrik
20121,EL8301,Teknik Dijital
20121,MAT8304,Logika Informatika
20121,MAT8303,Matematika Diskrit
20121,IF8403,Organisasi dan  Arsitektur Komputer
20121,IF8406,Strategi Algoritma
20121,IF8401,Basis Data
20121,IF8404L,Praktikum Rekayasa Perangkat Lunak
20121,EKM8701,Pengantar Ekonomi Makro
20121,IF8506,Interaksi Manusia dan Komputer
20121,IF8502L,Praktikum Rekayasa Perangkat Lunak Lanjut
20121,IF8604,Sistem Terdistribusi
20121,IF8602,Pemrograman Internet
20121,IF8702P,Sistem Informasi Geografis
20121,IF8701L,Praktikum Sistem Multimedia
20121,KP8700,Kerja Praktek
20121,KKM880,Kuliah Kerja Mahasiswa
20121,IB8180,Praktek Ibadah
20121,UN8207,Ilmu Fiqih
20121,UN8201,Akhlak Tasawuf
20121,MAT8201,Kalkulus II
20121,EL8301,Teknik Dijital
20121,EL8301L,Praktikum Teknik Digital
20121,IF8507,Komunikasi Antar Personel
20121,IF8301,Algoritma dan Struktur Data
20121,IF8401,Basis Data
20121,IF8405,Teori Bahasa dan Otomata
20121,IF8406,Strategi Algoritma
20121,IF8404,Rekayasa Perangkat Lunak
20121,IF8404L,Praktikum Rekayasa Perangkat Lunak
20121,IF8502L,Praktikum Rekayasa Perangkat Lunak Lanjut
20121,IF8503,Sistem Informasi
20121,IF8501,Sistem Basis Data
20121,IF8501L,Praktikum Sistem Basisdata
20121,IF8603,Kriptografi
20121,IF8606,Manajemen Proyek Perangkat Lunak
20121,IF8604,Sistem Terdistribusi
20121,IF8601L,Praktikum Jaringan Komputer Lanjut
20121,IF8702P,Sistem Informasi Geografis
20121,IF8701L,Praktikum Sistem Multimedia
20121,IF8704P,Mobile Programming
20121,KP8700,Kerja Praktek
20121,IF8702,Proyek Perangkat Lunak
20121,KKM880,Kuliah Kerja Mahasiswa
20121,KIM8101L,Praktikum Kimia Dasar
20121,UN8101,AlQuran dan Ilmu Tafsir
20121,UN8103,Bahasa Indonesia
20121,UN8201,Akhlak Tasawuf
20121,UN8205,Hadits dan Ilmu Hadits
20121,UN8207,Ilmu Fiqih
20121,IF8201L,Praktikum Dasar Pemrograman
20121,UN8202,Bahasa Arab II
20121,UN8204,Filsafat dan Pengetahuan Lingkungan
20121,IF8301,Algoritma dan Struktur Data
20121,EL8301,Teknik Dijital
20121,MAT8303,Matematika Diskrit
20121,MAT8304,Logika Informatika
20121,MAT8301,Probabilitas dan Statistika
20121,UN8301,Sejarah Peradaban Islam
20121,IF8406,Strategi Algoritma
20121,IF8404,Rekayasa Perangkat Lunak
20121,IF8403,Organisasi dan  Arsitektur Komputer
20121,IF8405,Teori Bahasa dan Otomata
20121,IF8404L,Praktikum Rekayasa Perangkat Lunak
20121,IF8401L,Praktikum Basis Data
20121,IF8402L,Praktikum Pemrograman Berorientasi Objek
20121,IF8504,Sistem Operasi
20121,IF8506,Interaksi Manusia dan Komputer
20121,IF8502L,Praktikum Rekayasa Perangkat Lunak Lanjut
20121,IF8501,Sistem Basis Data
20121,IF8501L,Praktikum Sistem Basisdata
20121,IF8503,Sistem Informasi
20121,IF8605,Intelegensia Buatan
20121,IF8606,Manajemen Proyek Perangkat Lunak
20121,IF8603,Kriptografi
20121,IF8604,Sistem Terdistribusi
20121,EKT8801,Ekonomi Teknik
20121,IF8602,Pemrograman Internet
20121,IF8601L,Praktikum Jaringan Komputer Lanjut
20121,IF8701,Sistem Multimedia
20121,IF8702P,Sistem Informasi Geografis
20121,IF8701L,Praktikum Sistem Multimedia
20121,IF8704P,Mobile Programming
20121,IF8704PL,Praktikum Mobile Programming
20121,IF8702,Proyek Perangkat Lunak
20121,KKM880,Kuliah Kerja Mahasiswa
20121,TA8800,Tugas AkhirSkripsi
20121,FIS8101,Fisika Dasar
20121,IF8101,Pengantar Teknologi Informasi
20121,KIM8101,Kimia Dasar
20121,KIM8101L,Praktikum Kimia Dasar
20121,MAT8101,Kalkulus I
20121,UN8103,Bahasa Indonesia
20121,UN8104,Bahasa Inggris
20121,UN8201,Akhlak Tasawuf
20121,UN8202,Bahasa Arab II
20121,UN8207,Ilmu Fiqih
20121,UN8208,Ilmu TauhidAqidah
20121,IF8201L,Praktikum Dasar Pemrograman
20121,UN8203,English for Special Purpose
20121,MAT8201,Kalkulus II
20121,EL8201,Dasar Rangkaian Elektrik
20121,UN8204,Filsafat dan Pengetahuan Lingkungan
20121,MAT8301,Probabilitas dan Statistika
20121,MAT8302,Matematika Teknik
20121,EL8301L,Praktikum Teknik Digital
20121,MAT8304,Logika Informatika
20121,EL8301,Teknik Dijital
20121,IF8301L,Praktikum Algoritma dan Struktur Data
20121,IF8507,Komunikasi Antar Personel
20121,MAT8303,Matematika Diskrit
20121,IF8402,Pemrograman Berorientasi Objek
20121,IF8403,Organisasi dan  Arsitektur Komputer
20121,IF8404,Rekayasa Perangkat Lunak
20121,IF8406,Strategi Algoritma
20121,IF8401,Basis Data
20121,IF8404L,Praktikum Rekayasa Perangkat Lunak
20121,IF8402L,Praktikum Pemrograman Berorientasi Objek
20121,IF8502,Rekayasa Perangkat Lunak Lanjut
20121,IF8502L,Praktikum Rekayasa Perangkat Lunak Lanjut
20121,IF8503,Sistem Informasi
20121,IF8504,Sistem Operasi
20121,IF8505L,Praktikum Jaringan Komputer
20121,EKM8701,Pengantar Ekonomi Makro
20121,IF8501L,Praktikum Sistem Basisdata
20121,IF8703,Metode Penelitian
20121,IF8601L,Praktikum Jaringan Komputer Lanjut
20121,IF8605,Intelegensia Buatan
20121,IF8604,Sistem Terdistribusi
20121,EKT8801,Ekonomi Teknik
20121,IF8603L,Praktikum Kriptografi
20121,IF8601,Jaringan Komputer Lanjut
20121,IF8602,Pemrograman Internet
20121,IF8701,Sistem Multimedia
20121,IF8701L,Praktikum Sistem Multimedia
20121,KP8700,Kerja Praktek
20121,IF8704PL,Praktikum Mobile Programming
20121,IF8708P,Data Mining
20121,IF8702,Proyek Perangkat Lunak
20121,IF8704P,Mobile Programming
20121,IF8712P,Pengolahan Citra Digital
20121,KKM880,Kuliah Kerja Mahasiswa
20121,TA8800,Tugas AkhirSkripsi
20121,FIS8101,Fisika Dasar
20121,KIM8101,Kimia Dasar
20121,UN8103,Bahasa Indonesia
20121,UN8104,Bahasa Inggris
20121,IB8180,Praktek Ibadah
20121,UN8201,Akhlak Tasawuf
20121,UN8207,Ilmu Fiqih
20121,UN8208,Ilmu TauhidAqidah
20121,IF8201L,Praktikum Dasar Pemrograman
20121,UN8202,Bahasa Arab II
20121,UN8203,English for Special Purpose
20121,MAT8201,Kalkulus II
20121,UN8204,Filsafat dan Pengetahuan Lingkungan
20121,IF8201,Dasar Pemrograman
20121,MAT8302,Matematika Teknik
20121,MAT8301,Probabilitas dan Statistika
20121,EL8301L,Praktikum Teknik Digital
20121,MAT8303,Matematika Diskrit
20121,MAT8304,Logika Informatika
20121,IF8301L,Praktikum Algoritma dan Struktur Data
20121,UN8301,Sejarah Peradaban Islam
20121,IF8402,Pemrograman Berorientasi Objek
20121,IF8403,Organisasi dan  Arsitektur Komputer
20121,IF8405,Teori Bahasa dan Otomata
20121,IF8406,Strategi Algoritma
20121,IF8404L,Praktikum Rekayasa Perangkat Lunak
20121,IF8402L,Praktikum Pemrograman Berorientasi Objek
20121,IF8502,Rekayasa Perangkat Lunak Lanjut
20121,IF8502L,Praktikum Rekayasa Perangkat Lunak Lanjut
20121,EKM8701,Pengantar Ekonomi Makro
20121,IF8501L,Praktikum Sistem Basisdata
20121,IF8604,Sistem Terdistribusi
20121,IF8603L,Praktikum Kriptografi
20121,IF8601,Jaringan Komputer Lanjut
20121,IF8602,Pemrograman Internet
20121,IF8602L,Praktikum Pemrograman Internet
20121,IF8801,Kewirausahaan dan Etika Bisnis
20121,EKT8801,Ekonomi Teknik
20121,IF8701,Sistem Multimedia
20121,IF8701L,Praktikum Sistem Multimedia
20121,KP8700,Kerja Praktek
20121,IF8704PL,Praktikum Mobile Programming
20121,IF8702,Proyek Perangkat Lunak
20121,IF8704P,Mobile Programming
20121,IF8712P,Pengolahan Citra Digital
20121,KKM880,Kuliah Kerja Mahasiswa
20121,KM8800,Komprehensif
20121,UN8204,Filsafat dan Pengetahuan Lingkungan
20121,UN8103,Bahasa Indonesia
20121,IF8201L,Praktikum Dasar Pemrograman
20121,UN8205,Hadits dan Ilmu Hadits
20121,MAT8101,Kalkulus I
20121,IF8301,Algoritma dan Struktur Data
20121,IF8406,Strategi Algoritma
20121,IF8601L,Praktikum Jaringan Komputer Lanjut
20121,IF8603,Kriptografi
20121,IF8603L,Praktikum Kriptografi
20121,KIM8101,Kimia Dasar
20121,MAT8101,Kalkulus I
20121,MAT8304,Logika Informatika
20121,IF8301,Algoritma dan Struktur Data
20121,IF8403,Organisasi dan  Arsitektur Komputer
20121,IF8406,Strategi Algoritma
20121,MAT8201,Kalkulus II
20121,IF8502,Rekayasa Perangkat Lunak Lanjut
20121,IF8603L,Praktikum Kriptografi
20121,IF8604,Sistem Terdistribusi
20121,IF8602,Pemrograman Internet
20121,IF8601L,Praktikum Jaringan Komputer Lanjut
20121,IF8704P,Mobile Programming
20121,KP8700,Kerja Praktek
20121,IF8702,Proyek Perangkat Lunak
20121,IF8701L,Praktikum Sistem Multimedia
20121,IF8712P,Pengolahan Citra Digital
20121,KKM880,Kuliah Kerja Mahasiswa
20121,UN8103,Bahasa Indonesia
20121,KIM8101,Kimia Dasar
20121,IF8201L,Praktikum Dasar Pemrograman
20121,UN8204,Filsafat dan Pengetahuan Lingkungan
20121,EL8301,Teknik Dijital
20121,IF8406,Strategi Algoritma
20121,UN8301,Sejarah Peradaban Islam
20121,IF8503,Sistem Informasi
20121,IF8702P,Sistem Informasi Geografis
20121,IF8505,Jaringan Komputer
20121,IF8701L,Praktikum Sistem Multimedia
20121,KP8700,Kerja Praktek
20121,UN8201,Akhlak Tasawuf
20121,KKM880,Kuliah Kerja Mahasiswa
20121,KP8700,Kerja Praktek
20121,IF8703P,WirelessMobile Computing
20121,IF8101,Pengantar Teknologi Informasi
20121,UN8102,Bahasa Arab I
20121,UN8207,Ilmu Fiqih
20121,UN8201,Akhlak Tasawuf
20121,UN8208,Ilmu TauhidAqidah
20121,UN8203,English for Special Purpose
20121,MAT8101,Kalkulus I
20121,EL8301,Teknik Dijital
20121,MAT8303,Matematika Diskrit
20121,EL8301L,Praktikum Teknik Digital
20121,IF8301,Algoritma dan Struktur Data
20121,UN8301,Sejarah Peradaban Islam
20121,IF8401,Basis Data
20121,IF8402,Pemrograman Berorientasi Objek
20121,IF8406,Strategi Algoritma
20121,IF8402L,Praktikum Pemrograman Berorientasi Objek
20121,IF8401L,Praktikum Basis Data
20121,IF8403,Organisasi dan  Arsitektur Komputer
20121,IF8503,Sistem Informasi
20121,IF8501,Sistem Basis Data
20121,IF8501L,Praktikum Sistem Basisdata
20121,IF8505,Jaringan Komputer
20121,IF8603,Kriptografi
20121,UN8205,Hadits dan Ilmu Hadits
20121,IF8606,Manajemen Proyek Perangkat Lunak
20121,IF8701,Sistem Multimedia
20121,IF8701L,Praktikum Sistem Multimedia
20121,IF8704P,Mobile Programming
20121,IF8712P,Pengolahan Citra Digital
20121,IF8704PL,Praktikum Mobile Programming
20121,KKM880,Kuliah Kerja Mahasiswa
20121,KIM8101L,Praktikum Kimia Dasar
20121,FIS8101,Fisika Dasar
20121,UN8101,AlQuran dan Ilmu Tafsir
20121,UN8103,Bahasa Indonesia
20121,IB8180,Praktek Ibadah
20121,UN8202,Bahasa Arab II
20121,UN8204,Filsafat dan Pengetahuan Lingkungan
20121,UN8205,Hadits dan Ilmu Hadits
20121,IF8507,Komunikasi Antar Personel
20121,EL8301L,Praktikum Teknik Digital
20121,IF8401,Basis Data
20121,IF8402,Pemrograman Berorientasi Objek
20121,IF8403,Organisasi dan  Arsitektur Komputer
20121,IF8406,Strategi Algoritma
20121,IF8501,Sistem Basis Data
20121,IF8502L,Praktikum Rekayasa Perangkat Lunak Lanjut
20121,IF8503,Sistem Informasi
20121,IF8603,Kriptografi
20121,IF8606,Manajemen Proyek Perangkat Lunak
20121,IF8603L,Praktikum Kriptografi
20121,IF8709P,Information Retrieval
20121,KP8700,Kerja Praktek
20121,IF8702P,Sistem Informasi Geografis
20121,IF8702,Proyek Perangkat Lunak
20121,IF8701P,ECommerce
20121,KKM880,Kuliah Kerja Mahasiswa
20121,TA8800,Tugas AkhirSkripsi
20121,FIS8101,Fisika Dasar
20121,KIM8101L,Praktikum Kimia Dasar
20121,UN8101,AlQuran dan Ilmu Tafsir
20121,UN8103,Bahasa Indonesia
20121,UN8104,Bahasa Inggris
20121,UN8201,Akhlak Tasawuf
20121,UN8202,Bahasa Arab II
20121,UN8204,Filsafat dan Pengetahuan Lingkungan
20121,UN8205,Hadits dan Ilmu Hadits
20121,MAT8101,Kalkulus I
20121,KIM8101,Kimia Dasar
20121,IF8507,Komunikasi Antar Personel
20121,EL8301L,Praktikum Teknik Digital
20121,MAT8301,Probabilitas dan Statistika
20121,MAT8304,Logika Informatika
20121,MAT8302,Matematika Teknik
20121,MAT8303,Matematika Diskrit
20121,IF8301L,Praktikum Algoritma dan Struktur Data
20121,IF8401,Basis Data
20121,IF8402,Pemrograman Berorientasi Objek
20121,IF8404L,Praktikum Rekayasa Perangkat Lunak
20121,IF8406,Strategi Algoritma
20121,IF8501L,Praktikum Sistem Basisdata
20121,IF8505,Jaringan Komputer
20121,IF8501,Sistem Basis Data
20121,IF8701L,Praktikum Sistem Multimedia
20121,IF8502L,Praktikum Rekayasa Perangkat Lunak Lanjut
20121,IF8502,Rekayasa Perangkat Lunak Lanjut
20121,IF8506,Interaksi Manusia dan Komputer
20121,IF8602,Pemrograman Internet
20121,IF8603,Kriptografi
20121,IF8606,Manajemen Proyek Perangkat Lunak
20121,IF8801,Kewirausahaan dan Etika Bisnis
20121,IF8603L,Praktikum Kriptografi
20121,IF8701P,ECommerce
20121,IF8709P,Information Retrieval
20121,KP8700,Kerja Praktek
20121,IF8702,Proyek Perangkat Lunak
20121,IF8703PL,Praktikum WirelessMobile Computing
20121,KKM880,Kuliah Kerja Mahasiswa
20121,IB8180,Praktek Ibadah
20121,MAT8304,Logika Informatika
20121,MAT8301,Probabilitas dan Statistika
20121,IF8402,Pemrograman Berorientasi Objek
20121,IF8406,Strategi Algoritma
20121,IF8401,Basis Data
20121,IF8501,Sistem Basis Data
20121,IF8502,Rekayasa Perangkat Lunak Lanjut
20121,IF8601L,Praktikum Jaringan Komputer Lanjut
20121,IF8603,Kriptografi
20121,IF8702,Proyek Perangkat Lunak
20121,IF8709P,Information Retrieval
20121,KP8700,Kerja Praktek
20121,IF8703,Metode Penelitian
20121,IF8702P,Sistem Informasi Geografis
20121,KKM880,Kuliah Kerja Mahasiswa
20121,FIS8101,Fisika Dasar
20121,IF8101,Pengantar Teknologi Informasi
20121,IF8201,Dasar Pemrograman
20121,MAT8101,Kalkulus I
20121,KIM8101,Kimia Dasar
20121,IF8301L,Praktikum Algoritma dan Struktur Data
20121,MAT8303,Matematika Diskrit
20121,IF8404,Rekayasa Perangkat Lunak
20121,IF8405,Teori Bahasa dan Otomata
20121,IF8406,Strategi Algoritma
20121,IF8404L,Praktikum Rekayasa Perangkat Lunak
20121,IF8401L,Praktikum Basis Data
20121,IF8403,Organisasi dan  Arsitektur Komputer
20121,IF8402L,Praktikum Pemrograman Berorientasi Objek
20121,IF8401,Basis Data
20121,IF8502,Rekayasa Perangkat Lunak Lanjut
20121,IF8505,Jaringan Komputer
20121,IF8506,Interaksi Manusia dan Komputer
20121,IF8701,Sistem Multimedia
20121,IF8701L,Praktikum Sistem Multimedia
20121,IF8501,Sistem Basis Data
20121,IF8505L,Praktikum Jaringan Komputer
20121,IF8502L,Praktikum Rekayasa Perangkat Lunak Lanjut
20121,UN8201,Akhlak Tasawuf
20121,IF8601L,Praktikum Jaringan Komputer Lanjut
20121,IF8602,Pemrograman Internet
20121,IF8603,Kriptografi
20121,EKM8701,Pengantar Ekonomi Makro
20121,KP8700,Kerja Praktek
20121,IF8702,Proyek Perangkat Lunak
20121,IF8709P,Information Retrieval
20121,IF8703PL,Praktikum WirelessMobile Computing
20121,KKM880,Kuliah Kerja Mahasiswa
20121,TA8800,Tugas AkhirSkripsi
20121,FIS8101,Fisika Dasar
20121,KIM8101L,Praktikum Kimia Dasar
20121,UN8104,Bahasa Inggris
20121,IF8101,Pengantar Teknologi Informasi
20121,UN8101,AlQuran dan Ilmu Tafsir
20121,MAT8101,Kalkulus I
20121,IF8201,Dasar Pemrograman
20121,UN8201,Akhlak Tasawuf
20121,UN8204,Filsafat dan Pengetahuan Lingkungan
20121,UN8207,Ilmu Fiqih
20121,UN8208,Ilmu TauhidAqidah
20121,IF8201L,Praktikum Dasar Pemrograman
20121,UN8205,Hadits dan Ilmu Hadits
20121,KIM8101,Kimia Dasar
20121,EL8301,Teknik Dijital
20121,MAT8303,Matematika Diskrit
20121,IF8507,Komunikasi Antar Personel
20121,IF8301L,Praktikum Algoritma dan Struktur Data
20121,EL8301L,Praktikum Teknik Digital
20121,IF8404,Rekayasa Perangkat Lunak
20121,IF8405,Teori Bahasa dan Otomata
20121,IF8406,Strategi Algoritma
20121,IF8402L,Praktikum Pemrograman Berorientasi Objek
20121,IF8401L,Praktikum Basis Data
20121,IF8404L,Praktikum Rekayasa Perangkat Lunak
20121,IF8403,Organisasi dan  Arsitektur Komputer
20121,IF8401,Basis Data
20121,IF8502,Rekayasa Perangkat Lunak Lanjut
20121,IF8505,Jaringan Komputer
20121,IF8701,Sistem Multimedia
20121,IF8701L,Praktikum Sistem Multimedia
20121,IF8501,Sistem Basis Data
20121,IF8502L,Praktikum Rekayasa Perangkat Lunak Lanjut
20121,IF8801,Kewirausahaan dan Etika Bisnis
20121,IF8601L,Praktikum Jaringan Komputer Lanjut
20121,IF8602,Pemrograman Internet
20121,IF8603,Kriptografi
20121,IF8604,Sistem Terdistribusi
20121,IF8606,Manajemen Proyek Perangkat Lunak
20121,IF8603L,Praktikum Kriptografi
20121,IF8702,Proyek Perangkat Lunak
20121,KP8700,Kerja Praktek
20121,IF8703P,WirelessMobile Computing
20121,IF8703PL,Praktikum WirelessMobile Computing
20121,IF8704PL,Praktikum Mobile Programming
20121,IF8704P,Mobile Programming
20121,KKM880,Kuliah Kerja Mahasiswa
20121,TA8800,Tugas AkhirSkripsi
20121,KM8800,Komprehensif
20121,KIM8101L,Praktikum Kimia Dasar
20121,IF8201L,Praktikum Dasar Pemrograman
20121,MAT8101,Kalkulus I
20121,EL8301,Teknik Dijital
20121,IF8406,Strategi Algoritma
20121,IF8402L,Praktikum Pemrograman Berorientasi Objek
20121,IF8401,Basis Data
20121,IF8403,Organisasi dan  Arsitektur Komputer
20121,IF8502,Rekayasa Perangkat Lunak Lanjut
20121,IF8506,Interaksi Manusia dan Komputer
20121,IF8501,Sistem Basis Data
20121,IF8505L,Praktikum Jaringan Komputer
20121,IF8604,Sistem Terdistribusi
20121,IF8605,Intelegensia Buatan
20121,IF8606,Manajemen Proyek Perangkat Lunak
20121,IF8702,Proyek Perangkat Lunak
20121,IF8704P,Mobile Programming
20121,IF8704PL,Praktikum Mobile Programming
20121,KKM880,Kuliah Kerja Mahasiswa
20121,IF8101,Pengantar Teknologi Informasi
20121,KIM8101L,Praktikum Kimia Dasar
20121,UN8101,AlQuran dan Ilmu Tafsir
20121,UN8103,Bahasa Indonesia
20121,UN8105,Pancasila dan Kewarganegaraan
20121,IB8180,Praktek Ibadah
20121,UN8201,Akhlak Tasawuf
20121,UN8202,Bahasa Arab II
20121,UN8204,Filsafat dan Pengetahuan Lingkungan
20121,UN8207,Ilmu Fiqih
20121,UN8206,Ilmu Budaya Dasar  Ilmu Sosial Dasar
20121,EL8201,Dasar Rangkaian Elektrik
20121,UN8208,Ilmu TauhidAqidah
20121,MAT8101,Kalkulus I
20121,MAT8304,Logika Informatika
20121,IF8507,Komunikasi Antar Personel
20121,MAT8302,Matematika Teknik
20121,UN8301,Sejarah Peradaban Islam
20121,IF8301,Algoritma dan Struktur Data
20121,EL8301L,Praktikum Teknik Digital
20121,IF8401,Basis Data
20121,IF8403,Organisasi dan  Arsitektur Komputer
20121,IF8402,Pemrograman Berorientasi Objek
20121,IF8404L,Praktikum Rekayasa Perangkat Lunak
20121,IF8406,Strategi Algoritma
20121,IF8401L,Praktikum Basis Data
20121,IF8501,Sistem Basis Data
20121,IF8505L,Praktikum Jaringan Komputer
20121,IF8501L,Praktikum Sistem Basisdata
20121,IF8502L,Praktikum Rekayasa Perangkat Lunak Lanjut
20121,IF8701,Sistem Multimedia
20121,IF8601L,Praktikum Jaringan Komputer Lanjut
20121,IF8604,Sistem Terdistribusi
20121,IF8603,Kriptografi
20121,IF8603L,Praktikum Kriptografi
20121,EKT8801,Ekonomi Teknik
20121,IF8605,Intelegensia Buatan
20121,IF8606,Manajemen Proyek Perangkat Lunak
20121,KP8700,Kerja Praktek
20121,IF8702P,Sistem Informasi Geografis
20121,IF8702,Proyek Perangkat Lunak
20121,IF8708P,Data Mining
20121,IF8709P,Information Retrieval
20121,KKM880,Kuliah Kerja Mahasiswa
20121,TA8800,Tugas AkhirSkripsi
20121,KIM8101L,Praktikum Kimia Dasar
20121,UN8101,AlQuran dan Ilmu Tafsir
20121,UN8103,Bahasa Indonesia
20121,EL8201,Dasar Rangkaian Elektrik
20121,UN8202,Bahasa Arab II
20121,UN8204,Filsafat dan Pengetahuan Lingkungan
20121,UN8207,Ilmu Fiqih
20121,MAT8101,Kalkulus I
20121,IF8507,Komunikasi Antar Personel
20121,UN8301,Sejarah Peradaban Islam
20121,IF8401,Basis Data
20121,IF8402,Pemrograman Berorientasi Objek
20121,IF8406,Strategi Algoritma
20121,IF8403,Organisasi dan  Arsitektur Komputer
20121,IF8505,Jaringan Komputer
20121,IF8501,Sistem Basis Data
20121,IF8505L,Praktikum Jaringan Komputer
20121,IF8701,Sistem Multimedia
20121,IF8603,Kriptografi
20121,IF8606,Manajemen Proyek Perangkat Lunak
20121,UN8201,Akhlak Tasawuf
20121,EKT8801,Ekonomi Teknik
20121,UN8206,Ilmu Budaya Dasar  Ilmu Sosial Dasar
20121,IF8702,Proyek Perangkat Lunak
20121,IF8703,Metode Penelitian
20121,IF8709P,Information Retrieval
20121,IF8702P,Sistem Informasi Geografis
20121,KP8700,Kerja Praktek
20121,KKM880,Kuliah Kerja Mahasiswa
20121,TA8800,Tugas AkhirSkripsi
20121,KIM8101L,Praktikum Kimia Dasar
20121,MAT8101,Kalkulus I
20121,UN8101,AlQuran dan Ilmu Tafsir
20121,UN8104,Bahasa Inggris
20121,UN8105,Pancasila dan Kewarganegaraan
20121,UN8204,Filsafat dan Pengetahuan Lingkungan
20121,IF8201L,Praktikum Dasar Pemrograman
20121,UN8203,English for Special Purpose
20121,IF8301,Algoritma dan Struktur Data
20121,MAT8302,Matematika Teknik
20121,MAT8304,Logika Informatika
20121,IF8507,Komunikasi Antar Personel
20121,EL8301L,Praktikum Teknik Digital
20121,IF8406,Strategi Algoritma
20121,IF8403,Organisasi dan  Arsitektur Komputer
20121,IF8604,Sistem Terdistribusi
20121,IF8603,Kriptografi
20121,IF8603L,Praktikum Kriptografi
20121,IF8602,Pemrograman Internet
